term,valence,arousal,dominance
scheme,0.52,0.27,0.57
schemer,0.16,0.84,0.96
schilling,0.36,0.41,0.42
schism,0.28,0.57,0.38
schismatic,0.16,0.8,0.47
schizoid,0.16,0.75,0.16
schizophrenia,0.09,0.88,0.43
schizophrenic,0.1,0.94,0.44
schlep,0.3,0.43,0.38
schmooze,0.75,0.84,0.63
schmuck,0.36,0.41,0.38
schnapps,0.59,0.57,0.41
schnauzer,0.67,0.16,0.62
schnitzel,0.36,0.43,0.38
scholar,0.7,0.42,0.73
scholarliness,0.98,0.16,0.91
scholarly,0.75,0.46,0.71
scholarship,0.86,0.49,0.62
scholastic,0.5,0.47,0.49
scholastically,0.84,0.16,0.79
scholasticism,0.76,0.18,0.8
school,0.77,0.43,0.64
school-age,0.64,0.41,0.5
school-board,0.67,0.53,0.47
school-bus,0.49,0.43,0.49
school-day,0.7,0.47,0.51
school-district,0.56,0.53,0.57
school-friend,0.83,0.46,0.7
school-kid,0.62,0.54,0.43
school-lunch,0.6,0.34,0.57
school-night,0.5,0.43,0.55
school-principal,0.58,0.5,0.76
school-spirit,0.53,0.48,0.64
school-system,0.52,0.51,0.66
school-teacher,0.75,0.47,0.8
school-uniform,0.59,0.45,0.5
school-yard,0.57,0.57,0.5
school-year,0.6,0.44,0.66
school-zone,0.62,0.51,0.54
schoolbag,0.59,0.23,0.48
schoolbook,0.59,0.68,0.4
schoolboy,0.62,0.38,0.44
schoolchild,0.67,0.81,0.16
schooldays,0.88,0.84,0.3
schoolfellow,0.81,0.78,0.38
schoolgirl,0.76,0.52,0.41
schoolhouse,0.6,0.4,0.67
schooling,0.58,0.46,0.64
schoolmaster,0.67,0.37,0.85
schoolmate,0.84,0.5,0.36
schoolmistress,0.5,0.81,0.72
schoolroom,0.54,0.22,0.48
schoolteacher,0.52,0.38,0.63
schoolwork,0.48,0.5,0.48
schoolyard,0.68,0.53,0.44
schooner,0.64,0.41,0.43
sciatic,0.16,0.57,0.38
sciatica,0.29,0.44,0.4
science,0.59,0.43,0.74
science-fiction,0.54,0.64,0.8
science-teacher,0.64,0.49,0.7
scientific,0.65,0.51,0.84
scientific-fact,0.69,0.45,0.78
scientific-method,0.67,0.56,0.62
scientific-research,0.78,0.64,0.79
scientific-studies,0.68,0.6,0.79
scientifically,0.84,0.45,0.81
scientist,0.56,0.5,0.79
scientologist,0.47,0.5,0.79
scientology,0.5,0.79,0.73
scifi,0.59,0.57,0.4
scimitar,0.59,0.84,0.78
scintilla,0.47,0.53,0.38
scintillate,1.0,0.67,0.85
scintillating,0.65,0.73,0.61
scintillation,0.57,0.58,0.57
scintillator,0.59,0.67,0.51
scion,0.49,0.38,0.45
scissor,0.5,0.84,0.7
scissors,0.46,0.46,0.3
sclerosis,0.09,0.16,0.19
scoff,0.12,0.68,0.3
scoffer,0.16,0.84,0.79
scold,0.2,0.76,0.62
scolder,0.02,0.91,0.88
scolding,0.07,0.84,0.41
scoliosis,0.12,0.33,0.16
sconce,0.5,0.44,0.5
scone,0.42,0.29,0.23
scooby-doo,0.62,0.46,0.46
scoop,0.59,0.54,0.64
scoop-up,0.4,0.53,0.5
scooper,0.5,0.84,0.67
scoopful,0.5,0.33,0.46
scoot,0.51,0.49,0.41
scooter,0.51,0.59,0.37
scope,0.65,0.38,0.72
scorch,0.22,0.69,0.49
scorcher,0.16,0.85,0.79
scorching,0.3,0.82,0.46
scorching-hot,0.39,0.73,0.51
score,0.67,0.39,0.59
scoreboard,0.67,0.49,0.47
scorebook,0.71,0.73,0.64
scorecard,0.54,0.5,0.68
scored,0.84,0.84,0.71
scorekeeper,0.54,0.79,0.74
scorekeeping,0.5,0.82,0.73
scoreless,0.16,0.21,0.29
scorer,0.73,0.61,0.77
scores,0.6,0.47,0.63
scorn,0.11,0.72,0.36
scorned,0.06,0.53,0.22
scorner,0.16,0.84,0.76
scornful,0.17,0.61,0.37
scornfully,0.16,0.91,0.79
scornfulness,0.04,0.75,0.84
scorpion,0.2,0.74,0.6
scotch,0.58,0.52,0.62
scotch-tape,0.4,0.4,0.37
scottish,0.56,0.5,0.5
scoundrel,0.09,0.74,0.41
scour,0.39,0.6,0.63
scourer,0.5,0.84,0.63
scourge,0.22,0.64,0.3
scout,0.65,0.61,0.77
scoutmaster,0.93,0.84,0.76
scowl,0.3,0.6,0.41
scrabble,0.62,0.41,0.4
scrabbled,0.36,0.87,0.3
scraggily,0.16,0.33,0.27
scraggly,0.21,0.24,0.27
scraggy,0.16,0.33,0.18
scram,0.3,0.49,0.41
scramble,0.47,0.74,0.5
scrambled,0.45,0.54,0.54
scrambled-eggs,0.57,0.49,0.49
scrambler,0.41,0.55,0.44
scrambling,0.42,0.81,0.73
scrap,0.16,0.34,0.17
scrapbook,0.56,0.27,0.43
scrape,0.36,0.62,0.38
scraper,0.33,0.81,0.71
scrapheap,0.07,0.16,0.09
scrapie,0.3,0.7,0.23
scraping,0.27,0.48,0.3
scrapped,0.16,0.84,0.24
scrapper,0.22,0.91,0.84
scrappily,0.22,0.84,0.21
scrappiness,0.75,0.88,0.84
scrapping,0.18,1.0,0.32
scrappy,0.3,0.38,0.4
scratch,0.27,0.62,0.27
scratch-off,0.41,0.53,0.41
scratch-that,0.41,0.51,0.51
scratchboard,0.5,0.5,0.67
scratcher,0.47,0.84,0.29
scratchiness,0.16,0.82,0.22
scratchproof,0.94,0.1,0.82
scratchy,0.27,0.61,0.43
scrawl,0.21,0.84,0.25
scrawniness,0.16,0.16,0.12
scrawny,0.27,0.42,0.24
scream,0.19,0.86,0.6
scream-for,0.26,0.51,0.36
scream-out,0.21,0.62,0.46
screamer,0.16,0.67,0.39
screaming,0.24,0.9,0.46
screech,0.19,0.9,0.26
screechy,0.16,0.98,0.16
screen,0.67,0.3,0.41
screen-door,0.49,0.5,0.45
screen-name,0.55,0.55,0.55
screen-pass,0.48,0.51,0.57
screen-protector,0.62,0.4,0.47
screen-saver,0.6,0.47,0.54
screener,0.5,0.84,0.79
screening,0.56,0.57,0.71
screenplay,0.5,0.4,0.52
screensaver,0.67,0.21,0.5
screenshot,0.49,0.44,0.51
screenwriter,0.57,0.5,0.71
screenwriting,0.78,0.84,0.79
screw,0.38,0.46,0.38
screw-it,0.23,0.64,0.43
screw-over,0.36,0.59,0.31
screw-this,0.13,0.65,0.46
screw-up,0.32,0.58,0.5
screw-with,0.3,0.59,0.46
screw-you,0.22,0.64,0.38
screwball,0.27,0.68,0.51
screwdriver,0.52,0.52,0.44
screwed,0.3,0.52,0.46
screwed-up,0.24,0.73,0.45
screwy,0.35,0.6,0.45
screwyou,0.26,0.64,0.51
scribble,0.43,0.46,0.36
scribbled,0.25,0.82,0.31
scribbler,0.33,0.81,0.18
scribe,0.54,0.27,0.49
scriber,0.5,0.79,0.65
scrimmage,0.36,0.66,0.41
scrimp,0.19,0.79,0.26
scrimshaw,0.67,0.22,0.5
scrip,0.43,0.46,0.46
script,0.61,0.45,0.53
scriptural,0.55,0.25,0.6
scripturally,0.54,0.1,0.59
scripture,0.74,0.27,0.63
scriptwriter,0.67,0.84,0.75
scroll,0.38,0.63,0.41
scroll-wheel,0.59,0.56,0.49
scrollbar,0.5,0.62,0.41
scrollwork,0.77,0.16,0.6
scrooge,0.16,0.16,0.67
scrotal,0.45,0.5,0.5
scrotum,0.4,0.65,0.36
scrounge,0.21,0.57,0.4
scrounger,0.33,0.49,0.36
scrub,0.41,0.42,0.5
scrubbed,0.35,0.4,0.36
scrubber,0.33,0.82,0.16
scrubbing,0.4,0.87,0.22
scrubby,0.16,0.31,0.11
scruff,0.33,0.5,0.37
scruffy,0.2,0.43,0.17
scrum,0.64,1.0,0.8
scrumptious,0.96,0.65,0.57
scrumptiously,1.0,0.22,0.5
scrumptiousness,1.0,0.14,0.5
scrunch,0.5,0.85,0.37
scruple,0.33,0.22,0.32
scrupulous,0.54,0.68,0.6
scrupulously,0.85,0.35,0.85
scrupulousness,1.0,0.16,0.79
scrutinize,0.46,0.59,0.57
scrutinizer,0.33,0.84,0.87
scrutiny,0.5,0.65,0.66
scuba,0.54,0.49,0.46
scuba-diving,0.73,0.57,0.5
scud,0.32,0.84,0.33
scuff,0.16,0.56,0.38
scuffle,0.22,0.8,0.53
scull,0.35,0.84,0.74
scullery,0.47,0.33,0.36
sculpt,0.84,0.84,0.79
sculptor,0.65,0.43,0.7
sculptress,0.85,0.56,0.75
sculptural,0.67,0.16,0.64
sculpturally,0.84,0.1,0.63
sculpture,0.75,0.35,0.49
sculptured,0.71,0.38,0.56
scum,0.36,0.38,0.22
scum-bag,0.22,0.54,0.36
scumbag,0.24,0.59,0.28
scummy,0.0,0.37,0.25
scurrilous,0.05,0.84,0.75
scurry,0.4,0.64,0.51
scurvy,0.36,0.46,0.31
scuse,0.5,0.5,0.4
scuttle,0.44,0.4,0.43
scuttlebutt,0.33,0.81,0.44
scythe,0.47,0.84,0.84
sea,0.84,0.36,0.59
sea-level,0.57,0.52,0.48
sea-lion,0.38,0.5,0.55
sea-moss,0.46,0.41,0.45
sea-salt,0.54,0.4,0.46
sea-shanty,0.54,0.57,0.46
seabed,0.5,0.02,0.16
seabird,0.71,0.84,0.72
seaboard,0.67,0.36,0.51
seaborne,0.5,0.56,0.62
seacoast,0.76,0.44,0.5
seadog,0.67,0.81,0.84
seafarer,0.81,0.84,0.79
seafaring,0.54,0.82,0.84
seafloor,0.5,0.07,0.5
seafood,0.65,0.5,0.33
seafowl,0.5,0.74,0.6
seafront,0.84,0.5,0.56
seagoing,0.79,0.84,0.72
seagull,0.64,0.24,0.32
seahorse,0.69,0.22,0.47
seal,0.49,0.22,0.52
sealable,0.67,0.15,0.61
sealant,0.5,0.21,0.73
sealer,0.84,0.22,0.71
seals,0.41,0.24,0.4
sealskin,0.78,0.21,0.5
seam,0.43,0.25,0.41
seaman,0.52,0.51,0.67
seamanlike,0.84,0.81,0.84
seamanship,0.84,0.8,0.85
seamless,0.46,0.14,0.3
seamlessly,0.95,0.23,0.79
seamlessness,0.9,0.12,0.64
seamster,0.84,0.81,0.76
seamstress,0.54,0.29,0.39
seance,0.33,0.84,0.32
seaplane,0.67,0.8,0.69
seaport,0.6,0.32,0.49
sear,0.49,0.56,0.6
search,0.64,0.58,0.46
search-engine,0.55,0.6,0.61
search-party,0.55,0.59,0.73
searchable,0.84,0.76,0.73
searcher,0.84,0.84,0.76
searching,0.54,0.65,0.46
searchlight,0.62,0.51,0.55
seared,0.23,0.41,0.4
seascape,0.84,0.02,0.5
seashell,0.77,0.09,0.41
seashore,0.79,0.31,0.38
seasick,0.11,0.68,0.24
seasickness,0.0,0.81,0.02
seaside,0.89,0.52,0.51
season,0.79,0.41,0.52
season-premiere,0.56,0.54,0.55
season-ticket,0.68,0.5,0.5
seasonable,0.84,0.21,0.57
seasonably,0.84,0.16,0.5
seasonal,0.59,0.27,0.3
seasonality,0.5,0.21,0.5
seasonally,0.54,0.16,0.5
seasoned,0.81,0.57,0.51
seasoning,0.64,0.39,0.48
seat,0.54,0.28,0.43
seat-belt,0.62,0.44,0.49
seatbelt,0.65,0.32,0.73
seating,0.55,0.27,0.29
seawall,0.54,0.4,0.79
seaward,0.67,0.67,0.5
seawater,0.76,0.2,0.49
seaway,0.81,0.84,0.6
seaweed,0.44,0.29,0.38
seaworthiness,1.0,0.16,0.76
seaworthy,0.98,0.31,0.82
sebaceous,0.43,0.38,0.5
sec,0.49,0.38,0.38
secede,0.31,0.84,0.8
secession,0.33,0.56,0.51
secessionism,0.22,0.75,0.85
secessionist,0.19,0.85,0.94
seclude,0.21,0.19,0.48
secluded,0.36,0.27,0.24
seclusion,0.23,0.56,0.51
seclusive,0.23,0.0,0.31
second,0.49,0.21,0.25
second-act,0.49,0.49,0.51
second-base,0.62,0.42,0.45
second-baseman,0.44,0.54,0.67
second-best,0.45,0.43,0.52
second-chance,0.62,0.53,0.45
second-class,0.27,0.46,0.35
second-coming,0.62,0.57,0.64
second-cousin,0.7,0.36,0.44
second-degree,0.4,0.43,0.4
second-floor,0.28,0.39,0.41
second-guess,0.3,0.47,0.54
second-half,0.45,0.46,0.46
second-hand,0.27,0.41,0.43
second-home,0.51,0.38,0.44
second-language,0.51,0.56,0.55
second-life,0.57,0.53,0.57
second-nature,0.78,0.4,0.66
second-opinion,0.36,0.49,0.59
second-period,0.49,0.43,0.36
second-person,0.29,0.46,0.36
second-string,0.36,0.46,0.38
second-thought,0.43,0.49,0.4
second-thoughts,0.4,0.5,0.4
second-wind,0.56,0.53,0.4
second-world,0.42,0.43,0.51
secondarily,0.5,0.16,0.31
secondary,0.64,0.38,0.26
secondary-education,0.59,0.5,0.63
secondary-market,0.51,0.53,0.61
secondary-school,0.58,0.5,0.5
secondhand,0.2,0.39,0.29
secondly,0.5,0.38,0.5
secrecy,0.3,0.55,0.47
secret,0.48,0.58,0.51
secret-agent,0.55,0.64,0.7
secret-code,0.5,0.47,0.58
secret-service,0.53,0.73,0.76
secret-society,0.36,0.7,0.71
secret-weapon,0.5,0.51,0.64
secretarial,0.5,0.16,0.31
secretariat,0.52,0.46,0.6
secretaries,0.5,0.84,0.33
secretary,0.61,0.43,0.56
secrete,0.43,0.57,0.52
secretion,0.36,0.58,0.53
secretive,0.39,0.25,0.54
secretively,0.31,0.16,0.65
secretiveness,0.21,0.18,0.75
secretly,0.53,0.4,0.48
secretor,0.75,0.78,0.73
sect,0.27,0.67,0.53
sectarian,0.22,0.72,0.58
sectarianism,0.13,0.84,0.77
section,0.5,0.27,0.42
sectional,0.43,0.41,0.46
sectionalism,0.22,0.84,0.24
sectionalist,0.18,0.75,0.76
sectionalize,0.5,0.82,0.69
sector,0.6,0.19,0.57
secular,0.49,0.46,0.52
secularism,0.36,0.44,0.56
secularist,0.5,0.8,0.81
secularity,0.5,0.16,0.67
secularization,0.5,0.56,0.69
secularize,0.48,0.84,0.75
secularly,0.5,0.26,0.64
securable,0.81,0.6,0.81
secure,0.84,0.38,0.91
secured,0.87,0.16,0.85
securely,0.84,0.16,0.79
securer,0.81,0.67,0.79
securities,0.75,0.3,0.85
security,0.84,0.36,0.82
security-blanket,0.7,0.57,0.63
security-camera,0.57,0.54,0.7
security-clearance,0.43,0.64,0.67
security-council,0.62,0.6,0.81
security-deposit,0.59,0.54,0.6
security-forces,0.57,0.74,0.61
security-guard,0.56,0.57,0.69
security-risk,0.11,0.74,0.38
security-system,0.6,0.57,0.74
sedan,0.48,0.43,0.68
sedate,0.65,0.16,0.35
sedated,0.33,0.0,0.13
sedately,0.78,0.0,0.36
sedateness,0.64,0.0,0.39
sedation,0.51,0.27,0.4
sedative,0.32,0.27,0.35
sedentarily,0.29,0.0,0.16
sedentary,0.29,0.18,0.27
seder,0.84,0.75,0.5
sedge,0.4,0.4,0.34
sediment,0.44,0.3,0.37
sedimentary,0.4,0.27,0.5
sedimentation,0.5,0.16,0.5
sedimentology,0.5,0.21,0.7
sedition,0.33,0.56,0.59
seditionist,0.12,0.85,0.88
seditious,0.16,0.84,0.79
seditiousness,0.16,0.85,0.73
seduce,0.46,0.86,0.69
seduced,0.23,0.85,0.41
seducer,0.7,0.81,0.78
seducible,0.33,0.81,0.23
seducing,0.57,0.79,0.71
seduction,0.51,0.89,0.62
seductive,0.77,0.82,0.67
seductively,0.84,0.84,0.71
seductiveness,0.84,0.84,0.76
seductress,0.21,0.87,0.91
see,0.64,0.27,0.31
see-about,0.4,0.46,0.52
see-after,0.5,0.38,0.4
see-around,0.51,0.51,0.54
see-beyond,0.57,0.49,0.56
see-coming,0.55,0.49,0.54
see-fit,0.47,0.44,0.45
see-if,0.41,0.4,0.36
see-in,0.53,0.45,0.48
see-into,0.51,0.43,0.5
see-life,0.78,0.43,0.55
see-out,0.59,0.41,0.34
see-over,0.45,0.38,0.54
see-red,0.31,0.5,0.57
see-things,0.63,0.49,0.42
see-through,0.49,0.44,0.59
see-to,0.44,0.5,0.41
see-ya,0.43,0.32,0.46
see-you,0.46,0.41,0.5
seeable,0.53,0.21,0.67
seed,0.65,0.14,0.3
seedbed,0.56,0.19,0.47
seedcake,0.69,0.41,0.5
seeder,0.67,0.81,0.68
seedily,0.16,0.78,0.23
seediness,0.16,0.25,0.19
seedless,0.57,0.21,0.5
seedling,0.4,0.35,0.43
seedpod,0.6,0.15,0.41
seeds,0.73,0.27,0.42
seedy,0.23,0.39,0.33
seeing,0.79,0.67,0.57
seeing-as,0.51,0.44,0.6
seeing-eye,0.6,0.42,0.39
seeing-red,0.46,0.57,0.63
seeing-that,0.45,0.45,0.43
seeing-things,0.59,0.43,0.52
seek,0.62,0.43,0.48
seek-out,0.46,0.58,0.33
seek-revenge,0.24,0.7,0.35
seek-to,0.57,0.45,0.38
seeker,0.64,0.46,0.56
seem,0.47,0.3,0.3
seem-like,0.63,0.41,0.54
seemingly,0.49,0.41,0.36
seemliness,1.0,0.16,0.7
seemly,0.77,0.0,0.6
seen,0.5,0.5,0.5
seep,0.33,0.33,0.31
seepage,0.29,0.84,0.23
seer,0.6,0.48,0.74
seersucker,0.61,0.19,0.48
sees,0.5,0.57,0.52
seesaw,0.57,0.56,0.41
seethe,0.16,1.0,0.74
seething,0.24,0.91,0.67
segment,0.47,0.29,0.44
segmental,0.5,0.16,0.62
segmentation,0.46,0.84,0.67
segregate,0.29,0.62,0.44
segregated,0.16,0.57,0.41
segregation,0.3,0.54,0.39
segregationist,0.0,0.6,0.69
segregator,0.0,0.84,0.87
segue,0.59,0.72,0.7
seismic,0.33,0.92,0.58
seismically,0.31,0.98,0.75
seismogram,0.5,0.78,0.63
seismograph,0.5,0.84,0.5
seismographer,0.5,0.84,0.76
seismographic,0.54,0.76,0.65
seismography,0.5,0.84,0.68
seismologic,0.5,0.82,0.84
seismological,0.5,0.16,0.75
seismologist,0.52,0.84,0.84
seismology,0.5,0.79,0.85
seismometer,0.56,0.76,0.69
seizable,0.43,0.52,0.87
seize,0.65,0.64,0.67
seized,0.16,1.0,0.97
seizure,0.17,0.78,0.46
seldom,0.33,0.38,0.29
select,0.62,0.4,0.6
select-committee,0.48,0.59,0.67
selectable,0.84,0.5,0.75
selectee,0.84,0.56,0.36
selection,0.6,0.34,0.6
selection-committee,0.54,0.62,0.7
selective,0.61,0.35,0.7
selectively,0.53,0.16,0.77
selectiveness,0.75,0.26,0.79
selectivity,0.84,0.26,0.77
selectman,0.55,0.54,0.61
selector,0.5,0.69,0.87
selenium,0.47,0.41,0.33
self,0.7,0.37,0.5
self-absorbed,0.52,0.5,0.62
self-confidence,0.81,0.67,0.8
self-conscious,0.59,0.52,0.53
self-control,0.68,0.47,0.68
self-defense,0.59,0.51,0.57
self-deprecating,0.33,0.57,0.49
self-destruct,0.15,0.6,0.45
self-discipline,0.78,0.49,0.64
self-esteem,0.78,0.59,0.64
self-explanatory,0.46,0.54,0.54
self-loathing,0.38,0.56,0.38
self-pity,0.2,0.47,0.29
self-proclaimed,0.5,0.57,0.67
self-respecting,0.9,0.49,0.73
self-righteous,0.46,0.7,0.68
self-righteousness,0.4,0.46,0.7
self-fulfilling-prophecy,0.55,0.58,0.6
selfharm,0.35,0.62,0.4
selfhood,0.5,0.21,0.84
selfie,0.59,0.41,0.41
selfish,0.06,0.64,0.49
selfish-person,0.16,0.54,0.25
selfishly,0.09,0.79,0.43
selfishness,0.2,0.68,0.46
selfless,0.52,0.23,0.4
selflessly,1.0,0.31,0.4
selflessness,1.0,0.21,0.5
selflove,0.85,0.63,0.66
selfness,0.36,0.22,0.71
selfworth,0.7,0.46,0.6
sell,0.62,0.61,0.6
sell-off,0.46,0.38,0.41
sell-on,0.48,0.43,0.64
sell-out,0.3,0.45,0.4
sellable,0.84,0.5,0.74
seller,0.64,0.47,0.64
selling-point,0.64,0.5,0.6
sellout,0.4,0.49,0.46
seltzer,0.45,0.45,0.4
selves,0.77,0.5,0.57
semantic,0.53,0.59,0.71
semantically,0.5,0.5,0.59
semanticist,0.54,0.22,0.75
semantics,0.7,0.4,0.57
semaphore,0.55,0.38,0.6
semblance,0.5,0.47,0.44
semester,0.52,0.33,0.48
semi,0.3,0.35,0.3
semiannual,0.56,0.5,0.52
semiannually,0.5,0.26,0.5
semiautomatic,0.47,0.51,0.52
semiautonomous,0.5,0.33,0.75
semicircle,0.5,0.5,0.5
semicircular,0.5,0.5,0.5
semicolon,0.38,0.26,0.32
semiconducting,0.57,0.35,0.72
semiconductor,0.5,0.16,0.71
semiconscious,0.24,0.28,0.21
semiconsciously,0.33,0.31,0.26
semidarkness,0.29,0.27,0.38
semidried,0.52,0.21,0.5
semielliptical,0.5,0.5,0.5
semifinal,0.84,0.84,0.69
semifinalist,0.8,0.84,0.78
semiformal,0.5,0.52,0.62
semiliterate,0.16,0.25,0.16
semilunar,0.5,0.5,0.6
semimonthly,0.5,0.5,0.5
seminal,0.46,0.41,0.57
seminally,0.84,0.79,0.78
seminar,0.59,0.36,0.62
seminarian,0.56,0.31,0.35
seminary,0.6,0.36,0.59
seminude,0.5,0.73,0.44
semiofficial,0.5,0.41,0.7
semiofficially,0.5,0.22,0.59
semiotic,0.52,0.39,0.56
semiotics,0.45,0.41,0.6
semipermeable,0.5,0.16,0.53
semiprecious,0.84,0.02,0.35
semiprivate,0.35,0.48,0.46
semipro,0.67,0.81,0.71
semiprofessional,0.52,0.78,0.77
semipublic,0.5,0.3,0.71
semiretirement,0.84,0.16,0.33
semirural,0.56,0.16,0.5
semisecret,0.5,0.47,0.62
semiserious,0.63,0.38,0.4
semiseriously,0.56,0.33,0.46
semiskilled,0.36,0.31,0.33
semisoft,0.5,0.16,0.5
semisolid,0.5,0.16,0.5
semispherical,0.52,0.12,0.52
semisweet,0.79,0.5,0.5
semitism,0.5,0.53,0.6
semitone,0.5,0.5,0.5
semitrailer,0.5,0.75,0.61
semitransparent,0.54,0.05,0.53
semitropical,0.81,0.25,0.5
semiweekly,0.5,0.36,0.5
semiyearly,0.5,0.26,0.5
semolina,0.5,0.25,0.5
semper,0.75,0.5,0.63
senate,0.49,0.35,0.84
senate-race,0.4,0.69,0.66
senator,0.39,0.42,0.82
senatorial,0.81,0.84,0.84
senatorially,0.82,0.21,0.95
send,0.67,0.48,0.54
send-back,0.27,0.38,0.25
send-for,0.5,0.53,0.51
send-in,0.57,0.47,0.6
send-off,0.47,0.38,0.49
send-on,0.54,0.39,0.5
send-out,0.28,0.51,0.4
send-over,0.38,0.46,0.46
send-up,0.66,0.44,0.51
sender,0.54,0.45,0.51
sendoff,0.79,0.84,0.64
senescence,0.38,0.46,0.4
senhor,0.55,0.5,0.74
senile,0.28,0.21,0.3
senility,0.0,0.03,0.2
senior,0.56,0.41,0.54
senior-citizen,0.53,0.52,0.54
seniority,0.81,0.31,0.85
senor,0.53,0.22,0.63
senorita,0.77,0.55,0.5
sensation,0.78,0.67,0.67
sensational,0.94,0.83,0.86
sensationalism,0.16,0.86,0.78
sensationalist,0.16,0.84,0.75
sensationalistic,0.16,0.84,0.76
sensationalize,0.16,0.84,0.81
sensationally,0.84,0.84,0.81
sensatory,0.5,0.69,0.52
sense,0.78,0.41,0.47
sense-out,0.37,0.46,0.3
sensed,0.5,0.67,0.46
sensei,0.84,0.76,0.95
senseless,0.12,0.39,0.14
senselessly,0.03,0.85,0.13
senselessness,0.0,0.0,0.15
senses,0.74,0.46,0.7
sensibility,0.59,0.43,0.45
sensible,0.62,0.46,0.31
sensibleness,0.96,0.12,0.78
sensibly,0.78,0.33,0.4
sensitive,0.71,0.43,0.26
sensitive-skin,0.35,0.4,0.35
sensitively,0.76,0.52,0.33
sensitiveness,0.46,0.69,0.24
sensitivity,0.75,0.41,0.4
sensitization,0.45,0.85,0.62
sensitize,0.72,0.79,0.53
sensitizer,0.5,0.84,0.59
sensor,0.57,0.38,0.54
sensorial,0.76,0.67,0.54
sensory,0.59,0.48,0.44
sensual,0.73,0.79,0.64
sensualist,0.74,0.84,0.57
sensualistic,0.8,0.84,0.69
sensuality,0.84,0.84,0.63
sensually,0.81,0.79,0.84
sensuous,0.85,0.8,0.62
sensuously,0.81,0.81,0.62
sensuousness,0.85,0.81,0.62
sent,0.5,0.67,0.5
sentence,0.62,0.27,0.55
sentenced,0.15,0.76,0.04
sentencing,0.12,0.78,0.56
sentience,0.84,0.69,0.81
sentient,0.59,0.41,0.36
sentiment,0.77,0.45,0.64
sentimental,0.59,0.38,0.31
sentimental-value,0.7,0.6,0.59
sentimentalism,0.81,0.25,0.21
sentimentalist,0.67,0.21,0.18
sentimentality,0.77,0.55,0.32
sentimentalize,0.79,0.84,0.23
sentimentally,0.79,0.33,0.4
sentinel,0.53,0.6,0.84
sentry,0.47,0.54,0.68
separability,0.5,0.02,0.5
separable,0.47,0.39,0.37
separate,0.24,0.51,0.35
separate-from,0.46,0.43,0.42
separated,0.16,0.16,0.28
separately,0.31,0.36,0.37
separateness,0.45,0.16,0.61
separation,0.2,0.59,0.41
separation-anxiety,0.38,0.98,0.5
separatism,0.16,0.84,0.84
separatist,0.24,0.62,0.54
separator,0.48,0.78,0.7
sepia,0.45,0.27,0.35
sepsis,0.23,0.45,0.33
sept,0.52,0.33,0.36
septennial,0.5,0.29,0.5
septic,0.28,0.46,0.43
septic-tank,0.26,0.39,0.49
septuagenarian,0.5,0.16,0.52
septum,0.27,0.43,0.41
septuplet,0.53,0.5,0.5
sepulcher,0.15,0.0,0.5
sequel,0.65,0.48,0.57
sequence,0.54,0.35,0.53
sequencer,0.45,0.79,0.81
sequent,0.53,0.43,0.59
sequential,0.5,0.84,0.72
sequentiality,0.5,0.16,0.67
sequentially,0.5,0.5,0.67
sequester,0.33,0.16,0.84
sequestered,0.16,0.86,0.43
sequestrate,0.16,0.84,0.88
sequestration,0.17,0.86,0.5
sequin,0.81,0.64,0.5
sequitur,0.5,0.69,0.5
serenade,0.88,0.57,0.49
serendipitous,1.0,0.67,0.54
serendipity,0.67,0.41,0.5
serene,0.8,0.13,0.37
serenely,1.0,0.0,0.69
sereneness,1.0,0.0,0.69
serenity,0.9,0.06,0.56
serf,0.19,0.15,0.04
serfdom,0.02,0.16,0.02
sergeant,0.41,0.6,0.84
serial,0.47,0.35,0.47
serial-killer,0.18,0.84,0.46
serial-number,0.46,0.51,0.43
serialization,0.5,0.75,0.75
serialize,0.5,0.46,0.6
serially,0.5,0.57,0.72
series,0.62,0.43,0.42
series-finale,0.46,0.58,0.54
serif,0.53,0.41,0.41
serious,0.5,0.46,0.62
serious-injury,0.12,0.59,0.3
serious-money,0.55,0.59,0.57
seriously,0.5,0.5,0.74
seriousness,0.44,0.36,0.75
sermon,0.41,0.51,0.62
sermonize,0.33,0.82,0.69
serotonin,0.65,0.54,0.43
serotoxin,0.16,0.8,0.41
serpent,0.11,0.7,0.68
serpentine,0.57,0.64,0.33
serrate,0.5,0.5,0.68
serrated,0.39,0.43,0.42
serration,0.5,0.52,0.53
serum,0.52,0.23,0.44
servable,0.81,0.5,0.5
servant,0.34,0.41,0.33
serve,0.62,0.4,0.38
serve-as,0.53,0.45,0.4
serve-up,0.54,0.53,0.45
served,0.69,0.41,0.19
server,0.65,0.36,0.54
service,0.68,0.41,0.54
service-call,0.6,0.46,0.6
service-center,0.61,0.47,0.57
service-dog,0.64,0.53,0.49
service-fee,0.35,0.51,0.6
service-industry,0.64,0.67,0.62
service-line,0.54,0.49,0.59
service-provider,0.53,0.68,0.6
serviceability,0.84,0.36,0.79
serviceable,0.84,0.4,0.68
serviceably,0.79,0.33,0.72
serviceman,0.81,0.84,0.73
servicer,0.67,0.81,0.22
servicewoman,0.84,0.84,0.84
servile,0.44,0.33,0.41
servility,0.16,0.16,0.03
servitude,0.25,0.49,0.25
sesame,0.67,0.25,0.38
sesame-oil,0.5,0.43,0.4
sesquicentennial,0.81,0.69,0.67
sess,0.42,0.48,0.41
session,0.51,0.48,0.49
